EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
853047,MARICOPA CO.,CAREFREE,09/26/2019,1830,Flash Flood,,,0,0,0,0,AZ,MST-7,,142082,C,13,PSR,0,0,Mesonet,Heavy Rain,,,6,W,3,S,NEW RIVER,09/26/2019,2220,33.8893,-112.0251,33.8837,-112.1269,"Scattered thunderstorms developed across the central deserts, including areas to the north of Phoenix, during late afternoon and early evening hours on September 26th. A few of the stronger storms produced intense rain with peak rain rates in excess of 2 inches per hour. As an example, at 1902MST the Fig Springs gauge northeast of New River measured 1.06 inches within 30 minutes. The heavy rain resulted in an episode of flash flooding 3 miles east of New River. At 1906MST the Maricopa County Skunk Creek stream gauge reported a rise of 2 feet which exceeded the alarm stage. A Flash Flood Warning was issued for the area only a few minutes prior to the gauge report. Fortunately there were no reports of any accidents in the area due to the flash flooding.","Scattered thunderstorms developed across the central deserts during the late afternoon and evening hours on September 26th. Some of the stronger storms produced locally heavy rain with peak rain rates in excess of one inch per hour. The heavy rain led to some flash flooding north of Phoenix and near the town of New River. Shortly after 1900MST, a mesonet flood gauge near New River showed a rise of 2 feet in Skunk Creek; the rapid rise exceeded the alarm stage.  At about the same time, the Daisy Mountain Fire and Rescue crew rescued a driver whose car had stalled in flood waters; the rescue took place about 5 miles southeast of New River. Fortunately there no injuries reported. A Flash Flood Warning was issued just minutes prior to the flash flooding reports.",81
853051,MARICOPA CO.,NEW RIVER,09/26/2019,1830,Flash Flood,,,0,0,30000,0,AZ,MST-7,,142082,C,13,PSR,0,0,Fire Department/Rescue,Heavy Rain,,,6,ESE,4,SE,NEW RIVER,09/26/2019,2220,33.8758,-112.0428,33.876,-112.076,"Scattered thunderstorms developed across the central deserts, including areas to the north of Phoenix, during late afternoon and early evening hours on September 26th. A few of the stronger storms generated intense rainfall with peak rain rates in excess of 2 inches per hour. For example, at 1902MST the Fig Springs gauge northeast of New River measured 1.06 inches of rain within 30 minutes.  The heavy rain led to an episode of flash flooding about 5 miles southeast of New River. At 1910MST the Daisy Mountain Fire and Medical crew rescued a driver whose car stalled in flood waters at the intersection of 10th Street and Circle Mountain Road. Fortunately no injuries were reported. A Flash Flood Warning was issued for the area just minutes before the flash flooding was reported.","Scattered thunderstorms developed across the central deserts during the late afternoon and evening hours on September 26th. Some of the stronger storms produced locally heavy rain with peak rain rates in excess of one inch per hour. The heavy rain led to some flash flooding north of Phoenix and near the town of New River. Shortly after 1900MST, a mesonet flood gauge near New River showed a rise of 2 feet in Skunk Creek; the rapid rise exceeded the alarm stage.  At about the same time, the Daisy Mountain Fire and Rescue crew rescued a driver whose car had stalled in flood waters; the rescue took place about 5 miles southeast of New River. Fortunately there no injuries reported. A Flash Flood Warning was issued just minutes prior to the flash flooding reports.",82
853060,LA PAZ CO.,BOUSE,09/26/2019,1300,Flash Flood,,,0,0,0,0,AZ,MST-7,,142089,C,12,PSR,0,0,Mesonet,Heavy Rain,,,3,SSE,5,SW,BOUSE,09/26/2019,1630,33.8853,-113.9757,33.8804,-114.0675,"Scattered thunderstorms occurred over portions of La Paz County in southwest Arizona during the afternoon hours on September 26th. Some of the storms generated very heavy rain, with peak rain rates in excess of one inch per hour. The heavy rain led to an episode of flash flooding near the town of Bouse. At 1434MST a La Paz flood gauge with  ID number 55611 recorded a water level rise of more than one foot, causing water to flow across the Worley Street low water crossing. This occurred about 1 mile northwest of Bouse. About one hour later a report was received stating that the Bouse Wash in Bouse registered a rise of 2.5 feet. There were no reports of any accidents resulting from the flash flooding. A Flash Flood Warning was issued at 1234MST and was in effect at the time of the flash flooding.","Scattered thunderstorms developed across portions of La Paz County in southwest Arizona during the afternoon hours on September 26th. Some of the stronger storms produced heavy rain with peak rain rates in excess of one inch per hour. The heavy rain resulted in an episode of flash flooding in central La Paz County and near the town of Bouse. At 1434MST, a mesonet flood gage in Bouse registered a rise of more than one foot that resulted in water flowing across a low water crossing. Later in the afternoon, significant flow was observed in the Bouse Wash in Bouse. A Flash Flood Warning was issued well in advance of the flash flooding and was in effect during the flooding. No injuries were reported.",83
857088,YAVAPAI CO.,MAYER,09/26/2019,1100,Flash Flood,,,0,0,0,0,AZ,MST-7,,142823,C,25,FGZ,0,0,Public,Heavy Rain,,,1,WSW,4,SE,MAYER,09/26/2019,1300,34.39,-112.25,34.3573,-112.1954,Jefferson Road near Mayer near Mayer was flooded and impassable around 11 AM due to heavy rain in the area.,"A low pressure system southwest of Arizona brought significant moisture over northern Arizona which resulted in strong thunderstorms, heavy rain, and strong winds.",84
857075,COCHISE CO.,WHETSTONE,09/24/2019,1232,Flash Flood,,,0,0,0,0,AZ,MST-7,,142815,C,3,TWC,0,0,Emergency Manager,Heavy Rain,,,2,SE,8,SW,SIERRA VISTA,09/24/2019,1500,31.9339,-110.3314,31.471,-110.3984,"Heavy rain of around 2 inches in less than 6 hours caused several roads to become flooded in Saint David, Huachuca City and Sierra Vista.","Tropical moisture from the remnants of tropical storm Lorena along with an approaching upper level low led to widespread showers and thunderstorms starting in the early morning hours through most of the day. These storms produced very heavy rainfall and flash flooding in Tucson, Corona de Tucson area, and from Saint David to Sierra Vista.",85
857072,PIMA CO.,(DMA)DAVIS MONTHAN A,09/24/2019,1230,Flash Flood,,,0,0,0,0,AZ,MST-7,,142815,C,19,TWC,0,0,Broadcast Media,Heavy Rain,,,5,E,5,E,(DMA)DAVIS MONTHAN A,09/24/2019,1400,32.1804,-110.7981,32.1703,-110.7991,A swift water rescue was performed at Harrison Rd and Pantano wash after a teenager became stranded trying to walk across flood waters.,"Tropical moisture from the remnants of tropical storm Lorena along with an approaching upper level low led to widespread showers and thunderstorms starting in the early morning hours through most of the day. These storms produced very heavy rainfall and flash flooding in Tucson, Corona de Tucson area, and from Saint David to Sierra Vista.",86
857071,PIMA CO.,VAIL JCT,09/24/2019,1030,Flash Flood,,,0,0,3000,0,AZ,MST-7,,142815,C,19,TWC,0,0,Trained Spotter,Heavy Rain,,,3,SE,3,S,LITTLETOWN,09/24/2019,1230,32.0004,-110.691,32.0934,-110.8698,"Heavy rain of 2 to 3 inches in less than 6 hours caused Wetstones Rd, Calle Rinconado, and Wentworth Road in Vail to become flooded and impassable. There was also flooding in Corona de Tucson and debris from flooding on Sahuarita Rd. A motorist was rescued from floodwaters near Old Vail Road and Wilmot Road.","Tropical moisture from the remnants of tropical storm Lorena along with an approaching upper level low led to widespread showers and thunderstorms starting in the early morning hours through most of the day. These storms produced very heavy rainfall and flash flooding in Tucson, Corona de Tucson area, and from Saint David to Sierra Vista.",87
852398,LA PAZ CO.,QUARTZSITE ARPT,09/24/2019,15,Flash Flood,,,0,0,2000,0,AZ,MST-7,,141761,C,12,PSR,0,0,Department of Highways,Heavy Rain,,,3,NE,2,NW,QUARTZITE,09/24/2019,430,33.6986,-114.188,33.6908,-114.2476,"Scattered showers and thunderstorms continued to affect much of La Paz County during the very early morning hours on September 24th. The stronger storms generated intense rain with peak rain rates well in excess of one inch per hour. The heavy rain led to episodes of flash flooding that affected western portions of the county, including Highway 95 north of Interstate 10. According to a public report, flash flooding began along Highway 95 at 0030MST; the La Paz County Sheriff's Dispatch indicated that water from a wash was flowing over the highway at Mile Marker 113 making the road impassable. Fortunately there were no reports of accidents associated with the flooding. A Flash Flood Warning had been issued at approximately midnight and was in effect at the time of the flash flooding.","Scattered showers and thunderstorms continued to develop across the central portions of La Paz County during the very early morning hours on September 24th. Some of the storms generated heavy rain with peak rain rates in excess of one inch per hour. The very heavy rain, including rain from storms during the previous late evening, produced a few episodes of flash flooding that affected a number of roads in the area such as Highway 95, Highway 72 and road 42E about 2 miles northeast of the town of Brenda. In general the flash flooding occurred from around midnight through about 0200MST. In most of the flash flooding cases, water was seen flowing across the road, or flowing washes crossed the roads making them impassable. Fortunately there were no reports of accidents or injuries due to the flash flooding. Multiple Flash Flood Warnings were issued and were in effect during the flooding episodes.",88
851085,MARICOPA CO.,WEBB,09/23/2019,2330,Flash Flood,,,0,0,0,0,AZ,MST-7,,141760,C,13,PSR,0,0,Broadcast Media,Heavy Rain,,,2,NNW,2,E,FENNEMORE,09/24/2019,330,33.5728,-112.3864,33.5723,-112.3991,"Lines of showers and thunderstorms moved through the western portions of the greater Phoenix area during the very early morning hours on September 24th and some of the stronger storms continued to produce very heavy rains with peak rain rates well in excess of one inch per hour. The heavy rain led to an episode of flash flooding that occurred near the communities of Surprise and Waddell. According to a local broadcast media report, at about 0000MST heavy rains 2 miles south of Waddell resulted in the closure of Reems Road. No accidents were reported due to the flooding. A Flash Flood Warning had been issued about 30 minutes prior to the flooding.","Lines of showers and thunderstorms continued to move through the western portions of the greater Phoenix area during the very early morning hours on September 24th and some of the stronger storms produced very heavy rain with peak rain rates well in excess of one inch per hour. The heavy rain led to an episode of flash flooding across the western portion of the Phoenix area, just to the south of Surprise and Waddell. Right about midnight, local broadcast media reported that flash flooding resulted in the closure of Reems Road. No accidents were reported due to the flooding. A Flash Flood Warning had been issued about 30 minutes prior to the flash flooding report.",89
851086,LA PAZ CO.,BRENDA,09/23/2019,2330,Flash Flood,,,0,0,2000,0,AZ,MST-7,,141761,C,12,PSR,0,0,County Official,Heavy Rain,,,2,NE,2,E,BRENDA,09/24/2019,430,33.7073,-113.9044,33.678,-113.8976,"Showers and thunderstorms persisted across the central portions of La Paz County into the early morning hours on September 24th; they continued to produce heavy rain with peak rain rates in excess of one inch per hour. The heavy rain led to flash flooding near the town of Brenda. According to a local county official, at about 0100MST flash flooding 2 miles northeast of Brenda resulted in the closure of road 42E. Flash flooding was occurring in multiple washes, rendering the road impassable. A Flash Flood Warning had been issued more than one hour before the report of the flooding. No injuries or accidents were reported fortunately.","Scattered showers and thunderstorms continued to develop across the central portions of La Paz County during the very early morning hours on September 24th. Some of the storms generated heavy rain with peak rain rates in excess of one inch per hour. The very heavy rain, including rain from storms during the previous late evening, produced a few episodes of flash flooding that affected a number of roads in the area such as Highway 95, Highway 72 and road 42E about 2 miles northeast of the town of Brenda. In general the flash flooding occurred from around midnight through about 0200MST. In most of the flash flooding cases, water was seen flowing across the road, or flowing washes crossed the roads making them impassable. Fortunately there were no reports of accidents or injuries due to the flash flooding. Multiple Flash Flood Warnings were issued and were in effect during the flooding episodes.",90
